Email,Status,Role,Activities completed,Last active
student0699@sample.tri-ai.test,Active,Member,3,2026-04-17 13:33:00 UTC
student0700@sample.tri-ai.test,Active,Member,4,2026-04-14 14:40:00 UTC
student0701@sample.tri-ai.test,Active,Member,5,2026-04-17 15:47:00 UTC
student0702@sample.tri-ai.test,Active,Member,0,2026-04-14 16:54:00 UTC
student0703@sample.tri-ai.test,Active,Member,1,2026-04-17 17:01:00 UTC
student0704@sample.tri-ai.test,Active,Member,2,2026-04-14 10:08:00 UTC
student0705@sample.tri-ai.test,Active,Member,3,2026-04-17 11:15:00 UTC
student0706@sample.tri-ai.test,Active,Member,4,2026-04-14 12:22:00 UTC
student0707@sample.tri-ai.test,Active,Member,5,2026-04-17 13:29:00 UTC
student0708@sample.tri-ai.test,Active,Member,0,2026-04-14 14:36:00 UTC
student0709@sample.tri-ai.test,Active,Member,1,2026-04-17 15:43:00 UTC
student0710@sample.tri-ai.test,Active,Member,2,2026-04-14 16:50:00 UTC
student0711@sample.tri-ai.test,Active,Member,3,2026-04-17 17:57:00 UTC
student0712@sample.tri-ai.test,Active,Member,4,2026-04-14 10:04:00 UTC
student0713@sample.tri-ai.test,Active,Member,5,2026-04-17 11:11:00 UTC
student0714@sample.tri-ai.test,Active,Member,0,2026-04-14 12:18:00 UTC
student0715@sample.tri-ai.test,Active,Member,1,2026-04-17 13:25:00 UTC
student0716@sample.tri-ai.test,Active,Member,2,2026-04-14 14:32:00 UTC
student0717@sample.tri-ai.test,Active,Member,3,2026-04-17 15:39:00 UTC
student0718@sample.tri-ai.test,Active,Member,4,2026-04-14 16:46:00 UTC
student0719@sample.tri-ai.test,Active,Member,5,2026-04-17 17:53:00 UTC
student0720@sample.tri-ai.test,Active,Member,0,2026-04-14 10:00:00 UTC
student0721@sample.tri-ai.test,Active,Member,1,2026-04-17 11:07:00 UTC
student0722@sample.tri-ai.test,Active,Member,2,2026-04-14 12:14:00 UTC
student0723@sample.tri-ai.test,Active,Member,3,2026-04-17 13:21:00 UTC
student0724@sample.tri-ai.test,Active,Member,4,2026-04-14 14:28:00 UTC
student0725@sample.tri-ai.test,Active,Member,5,2026-04-17 15:35:00 UTC
student0726@sample.tri-ai.test,Active,Member,0,2026-04-14 16:42:00 UTC
student0727@sample.tri-ai.test,Active,Member,1,2026-04-17 17:49:00 UTC
student0728@sample.tri-ai.test,Active,Member,2,2026-04-14 10:56:00 UTC
student0729@sample.tri-ai.test,Active,Member,3,2026-04-17 11:03:00 UTC
student0730@sample.tri-ai.test,Active,Member,4,2026-04-14 12:10:00 UTC
student0731@sample.tri-ai.test,Active,Member,5,2026-04-17 13:17:00 UTC
student0732@sample.tri-ai.test,Active,Member,0,2026-04-14 14:24:00 UTC
student0733@sample.tri-ai.test,Active,Member,1,2026-04-17 15:31:00 UTC
student0734@sample.tri-ai.test,Active,Member,2,2026-04-14 16:38:00 UTC
student0735@sample.tri-ai.test,Active,Member,3,2026-04-17 17:45:00 UTC
student0736@sample.tri-ai.test,Active,Member,4,2026-04-14 10:52:00 UTC
student0737@sample.tri-ai.test,Active,Member,5,2026-04-17 11:59:00 UTC
student0738@sample.tri-ai.test,Active,Member,0,2026-04-14 12:06:00 UTC
student0739@sample.tri-ai.test,Active,Member,1,2026-04-17 13:13:00 UTC
student0740@sample.tri-ai.test,Active,Member,2,2026-04-14 14:20:00 UTC
student0741@sample.tri-ai.test,Active,Member,3,2026-04-17 15:27:00 UTC
student0742@sample.tri-ai.test,Active,Member,4,2026-04-14 16:34:00 UTC
student0743@sample.tri-ai.test,Active,Member,5,2026-04-17 17:41:00 UTC
student0744@sample.tri-ai.test,Active,Member,0,2026-04-14 10:48:00 UTC
student0745@sample.tri-ai.test,Active,Member,1,2026-04-17 11:55:00 UTC
student0746@sample.tri-ai.test,Active,Member,2,2026-04-14 12:02:00 UTC
student0747@sample.tri-ai.test,Active,Member,3,2026-04-17 13:09:00 UTC
student0748@sample.tri-ai.test,Active,Member,4,2026-04-14 14:16:00 UTC
student0749@sample.tri-ai.test,Active,Member,5,2026-04-17 15:23:00 UTC
student0750@sample.tri-ai.test,Active,Member,0,2026-04-14 16:30:00 UTC
student0751@sample.tri-ai.test,Active,Member,1,2026-04-17 17:37:00 UTC
student0752@sample.tri-ai.test,Active,Member,2,2026-04-14 10:44:00 UTC
student0753@sample.tri-ai.test,Active,Member,3,2026-04-17 11:51:00 UTC
student0754@sample.tri-ai.test,Active,Member,4,2026-04-14 12:58:00 UTC
student0755@sample.tri-ai.test,Active,Member,5,2026-04-17 13:05:00 UTC
student0756@sample.tri-ai.test,Active,Member,0,2026-04-14 14:12:00 UTC
student0757@sample.tri-ai.test,Active,Member,1,2026-04-17 15:19:00 UTC
student0758@sample.tri-ai.test,Active,Member,2,2026-04-14 16:26:00 UTC
student0759@sample.tri-ai.test,Active,Member,3,2026-04-17 17:33:00 UTC
student0760@sample.tri-ai.test,Active,Member,4,2026-04-14 10:40:00 UTC
student0761@sample.tri-ai.test,Active,Member,5,2026-04-17 11:47:00 UTC
student0762@sample.tri-ai.test,Active,Member,0,2026-04-14 12:54:00 UTC
student0763@sample.tri-ai.test,Active,Member,1,2026-04-17 13:01:00 UTC
student0764@sample.tri-ai.test,Active,Member,2,2026-04-14 14:08:00 UTC
student0765@sample.tri-ai.test,Active,Member,3,2026-04-17 15:15:00 UTC
student0766@sample.tri-ai.test,Active,Member,4,2026-04-14 16:22:00 UTC
student0767@sample.tri-ai.test,Active,Member,5,2026-04-17 17:29:00 UTC
student0768@sample.tri-ai.test,Active,Member,0,2026-04-14 10:36:00 UTC
student0769@sample.tri-ai.test,Active,Member,1,2026-04-17 11:43:00 UTC
student0770@sample.tri-ai.test,Active,Member,2,2026-04-14 12:50:00 UTC
student0771@sample.tri-ai.test,Active,Member,3,2026-04-17 13:57:00 UTC
student0772@sample.tri-ai.test,Active,Member,4,2026-04-14 14:04:00 UTC
student0773@sample.tri-ai.test,Active,Member,5,2026-04-17 15:11:00 UTC
student0774@sample.tri-ai.test,Active,Member,0,2026-04-14 16:18:00 UTC
student0775@sample.tri-ai.test,Active,Member,1,2026-04-17 17:25:00 UTC
student0776@sample.tri-ai.test,Active,Member,2,2026-04-14 10:32:00 UTC
student0777@sample.tri-ai.test,Active,Member,3,2026-04-17 11:39:00 UTC
student0778@sample.tri-ai.test,Active,Member,4,2026-04-14 12:46:00 UTC
student0779@sample.tri-ai.test,Active,Member,5,2026-04-17 13:53:00 UTC
student0780@sample.tri-ai.test,Active,Member,0,2026-04-14 14:00:00 UTC
student0781@sample.tri-ai.test,Active,Member,1,2026-04-17 15:07:00 UTC
student0782@sample.tri-ai.test,Active,Member,2,2026-04-14 16:14:00 UTC
student0783@sample.tri-ai.test,Active,Member,3,2026-04-17 17:21:00 UTC
student0784@sample.tri-ai.test,Active,Member,4,2026-04-14 10:28:00 UTC
student0785@sample.tri-ai.test,Active,Member,5,2026-04-17 11:35:00 UTC
student0786@sample.tri-ai.test,Active,Member,0,2026-04-14 12:42:00 UTC
student0787@sample.tri-ai.test,Active,Member,1,2026-04-17 13:49:00 UTC
student0788@sample.tri-ai.test,Active,Member,2,2026-04-14 14:56:00 UTC
student0789@sample.tri-ai.test,Active,Member,3,2026-04-17 15:03:00 UTC
student0790@sample.tri-ai.test,Active,Member,4,2026-04-14 16:10:00 UTC
student0791@sample.tri-ai.test,Active,Member,5,2026-04-17 17:17:00 UTC
student0792@sample.tri-ai.test,Active,Member,0,2026-04-14 10:24:00 UTC
student0793@sample.tri-ai.test,Active,Member,1,2026-04-17 11:31:00 UTC
student0794@sample.tri-ai.test,Active,Member,2,2026-04-14 12:38:00 UTC
student0795@sample.tri-ai.test,Active,Member,3,2026-04-17 13:45:00 UTC
student0796@sample.tri-ai.test,Active,Member,4,2026-04-14 14:52:00 UTC
student0797@sample.tri-ai.test,Active,Member,5,2026-04-17 15:59:00 UTC
student0798@sample.tri-ai.test,Active,Member,0,2026-04-14 16:06:00 UTC
student0799@sample.tri-ai.test,Active,Member,1,2026-04-17 17:13:00 UTC
student0800@sample.tri-ai.test,Active,Member,2,2026-04-14 10:20:00 UTC
student0801@sample.tri-ai.test,Active,Member,3,2026-04-17 11:27:00 UTC
student0802@sample.tri-ai.test,Active,Member,4,2026-04-14 12:34:00 UTC
student0803@sample.tri-ai.test,Active,Member,5,2026-04-17 13:41:00 UTC
student0804@sample.tri-ai.test,Active,Member,0,2026-04-14 14:48:00 UTC
student0805@sample.tri-ai.test,Active,Member,1,2026-04-17 15:55:00 UTC
student0806@sample.tri-ai.test,Active,Member,2,2026-04-14 16:02:00 UTC
student0807@sample.tri-ai.test,Active,Member,3,2026-04-17 17:09:00 UTC
student0808@sample.tri-ai.test,Active,Member,4,2026-04-14 10:16:00 UTC
student0809@sample.tri-ai.test,Active,Member,5,2026-04-17 11:23:00 UTC
student0810@sample.tri-ai.test,Active,Member,0,2026-04-14 12:30:00 UTC
student0811@sample.tri-ai.test,Active,Member,1,2026-04-17 13:37:00 UTC
student0812@sample.tri-ai.test,Active,Member,2,2026-04-14 14:44:00 UTC
student0813@sample.tri-ai.test,Active,Member,3,2026-04-17 15:51:00 UTC
student0814@sample.tri-ai.test,Active,Member,4,2026-04-14 16:58:00 UTC
student0815@sample.tri-ai.test,Active,Member,5,2026-04-17 17:05:00 UTC
student0816@sample.tri-ai.test,Active,Member,0,2026-04-14 10:12:00 UTC
student0817@sample.tri-ai.test,Active,Member,1,2026-04-17 11:19:00 UTC
student0818@sample.tri-ai.test,Active,Member,2,2026-04-14 12:26:00 UTC
student0819@sample.tri-ai.test,Active,Member,3,2026-04-17 13:33:00 UTC
student0820@sample.tri-ai.test,Active,Member,4,2026-04-14 14:40:00 UTC
student0821@sample.tri-ai.test,Active,Member,5,2026-04-17 15:47:00 UTC
student0822@sample.tri-ai.test,Active,Member,0,2026-04-14 16:54:00 UTC
student0823@sample.tri-ai.test,Active,Member,1,2026-04-17 17:01:00 UTC
student0824@sample.tri-ai.test,Active,Member,2,2026-04-14 10:08:00 UTC
student0825@sample.tri-ai.test,Active,Member,3,2026-04-17 11:15:00 UTC
student0826@sample.tri-ai.test,Active,Member,4,2026-04-14 12:22:00 UTC
student0827@sample.tri-ai.test,Active,Member,5,2026-04-17 13:29:00 UTC
student0828@sample.tri-ai.test,Active,Member,0,2026-04-14 14:36:00 UTC
student0829@sample.tri-ai.test,Active,Member,1,2026-04-17 15:43:00 UTC
student0830@sample.tri-ai.test,Active,Member,2,2026-04-14 16:50:00 UTC
student0831@sample.tri-ai.test,Active,Member,3,2026-04-17 17:57:00 UTC
student0832@sample.tri-ai.test,Active,Member,4,2026-04-14 10:04:00 UTC
student0833@sample.tri-ai.test,Active,Member,5,2026-04-17 11:11:00 UTC
student0834@sample.tri-ai.test,Active,Member,0,2026-04-14 12:18:00 UTC
student0835@sample.tri-ai.test,Active,Member,1,2026-04-17 13:25:00 UTC
student0836@sample.tri-ai.test,Active,Member,2,2026-04-14 14:32:00 UTC
student0837@sample.tri-ai.test,Active,Member,3,2026-04-17 15:39:00 UTC
student0838@sample.tri-ai.test,Active,Member,4,2026-04-14 16:46:00 UTC
student0839@sample.tri-ai.test,Active,Member,5,2026-04-17 17:53:00 UTC
student0840@sample.tri-ai.test,Active,Member,0,2026-04-14 10:00:00 UTC
student0841@sample.tri-ai.test,Active,Member,1,2026-04-17 11:07:00 UTC
student0842@sample.tri-ai.test,Active,Member,2,2026-04-14 12:14:00 UTC
student0843@sample.tri-ai.test,Active,Member,3,2026-04-17 13:21:00 UTC
student0844@sample.tri-ai.test,Active,Member,4,2026-04-14 14:28:00 UTC
student0845@sample.tri-ai.test,Active,Member,5,2026-04-17 15:35:00 UTC
student0846@sample.tri-ai.test,Active,Member,0,2026-04-14 16:42:00 UTC
student0847@sample.tri-ai.test,Active,Member,1,2026-04-17 17:49:00 UTC
student0848@sample.tri-ai.test,Active,Member,2,2026-04-14 10:56:00 UTC
student0849@sample.tri-ai.test,Active,Member,3,2026-04-17 11:03:00 UTC
student0850@sample.tri-ai.test,Active,Member,4,2026-04-14 12:10:00 UTC
student0851@sample.tri-ai.test,Active,Member,5,2026-04-17 13:17:00 UTC
student0852@sample.tri-ai.test,Active,Member,0,2026-04-14 14:24:00 UTC
student0853@sample.tri-ai.test,Active,Member,1,2026-04-17 15:31:00 UTC
student0854@sample.tri-ai.test,Active,Member,2,2026-04-14 16:38:00 UTC
student0855@sample.tri-ai.test,Active,Member,3,2026-04-17 17:45:00 UTC
student0856@sample.tri-ai.test,Active,Member,4,2026-04-14 10:52:00 UTC
student0857@sample.tri-ai.test,Active,Member,5,2026-04-17 11:59:00 UTC
student0858@sample.tri-ai.test,Active,Member,0,2026-04-14 12:06:00 UTC
student0859@sample.tri-ai.test,Active,Member,1,2026-04-17 13:13:00 UTC
student0860@sample.tri-ai.test,Active,Member,2,2026-04-14 14:20:00 UTC
student0861@sample.tri-ai.test,Active,Member,3,2026-04-17 15:27:00 UTC
student0862@sample.tri-ai.test,Active,Member,4,2026-04-14 16:34:00 UTC
student0863@sample.tri-ai.test,Active,Member,5,2026-04-17 17:41:00 UTC
student0864@sample.tri-ai.test,Active,Member,0,2026-04-14 10:48:00 UTC
student0865@sample.tri-ai.test,Active,Member,1,2026-04-17 11:55:00 UTC
student0866@sample.tri-ai.test,Active,Member,2,2026-04-14 12:02:00 UTC
student0867@sample.tri-ai.test,Active,Member,3,2026-04-17 13:09:00 UTC
student0868@sample.tri-ai.test,Active,Member,4,2026-04-14 14:16:00 UTC
student0869@sample.tri-ai.test,Active,Member,5,2026-04-17 15:23:00 UTC
student0870@sample.tri-ai.test,Active,Member,0,2026-04-14 16:30:00 UTC
student0871@sample.tri-ai.test,Active,Member,1,2026-04-17 17:37:00 UTC
student0872@sample.tri-ai.test,Active,Member,2,2026-04-14 10:44:00 UTC
student0873@sample.tri-ai.test,Active,Member,3,2026-04-17 11:51:00 UTC
student0874@sample.tri-ai.test,Active,Member,4,2026-04-14 12:58:00 UTC
student0875@sample.tri-ai.test,Active,Member,5,2026-04-17 13:05:00 UTC
student0876@sample.tri-ai.test,Active,Member,0,2026-04-14 14:12:00 UTC
student0877@sample.tri-ai.test,Active,Member,1,2026-04-17 15:19:00 UTC
student0878@sample.tri-ai.test,Active,Member,2,2026-04-14 16:26:00 UTC
student0879@sample.tri-ai.test,Active,Member,3,2026-04-17 17:33:00 UTC
student0880@sample.tri-ai.test,Active,Member,4,2026-04-14 10:40:00 UTC
student0881@sample.tri-ai.test,Active,Member,5,2026-04-17 11:47:00 UTC
student0882@sample.tri-ai.test,Active,Member,0,2026-04-14 12:54:00 UTC
student0883@sample.tri-ai.test,Active,Member,1,2026-04-17 13:01:00 UTC
student0884@sample.tri-ai.test,Active,Member,2,2026-04-14 14:08:00 UTC
student0885@sample.tri-ai.test,Active,Member,3,2026-04-17 15:15:00 UTC
student0886@sample.tri-ai.test,Active,Member,4,2026-04-14 16:22:00 UTC
student0887@sample.tri-ai.test,Active,Member,5,2026-04-17 17:29:00 UTC
student0888@sample.tri-ai.test,Active,Member,0,2026-04-14 10:36:00 UTC
student0889@sample.tri-ai.test,Active,Member,1,2026-04-17 11:43:00 UTC
student0890@sample.tri-ai.test,Active,Member,2,2026-04-14 12:50:00 UTC
student0891@sample.tri-ai.test,Active,Member,3,2026-04-17 13:57:00 UTC
student0892@sample.tri-ai.test,Active,Member,4,2026-04-14 14:04:00 UTC
student0893@sample.tri-ai.test,Active,Member,5,2026-04-17 15:11:00 UTC
student0894@sample.tri-ai.test,Active,Member,0,2026-04-14 16:18:00 UTC
student0895@sample.tri-ai.test,Active,Member,1,2026-04-17 17:25:00 UTC
student0896@sample.tri-ai.test,Active,Member,2,2026-04-14 10:32:00 UTC
student0897@sample.tri-ai.test,Active,Member,3,2026-04-17 11:39:00 UTC
student0898@sample.tri-ai.test,Active,Member,4,2026-04-14 12:46:00 UTC
student0899@sample.tri-ai.test,Active,Member,5,2026-04-17 13:53:00 UTC
student0900@sample.tri-ai.test,Active,Member,0,2026-04-14 14:00:00 UTC
student0901@sample.tri-ai.test,Active,Member,1,2026-04-17 15:07:00 UTC
student0902@sample.tri-ai.test,Active,Member,2,2026-04-14 16:14:00 UTC
student0903@sample.tri-ai.test,Active,Member,3,2026-04-17 17:21:00 UTC
student0904@sample.tri-ai.test,Active,Member,4,2026-04-14 10:28:00 UTC
student0905@sample.tri-ai.test,Active,Member,5,2026-04-17 11:35:00 UTC
student0906@sample.tri-ai.test,Active,Member,0,2026-04-14 12:42:00 UTC
student0907@sample.tri-ai.test,Active,Member,1,2026-04-17 13:49:00 UTC
student0908@sample.tri-ai.test,Active,Member,2,2026-04-14 14:56:00 UTC
student0909@sample.tri-ai.test,Active,Member,3,2026-04-17 15:03:00 UTC
student0910@sample.tri-ai.test,Active,Member,4,2026-04-14 16:10:00 UTC
student0911@sample.tri-ai.test,Active,Member,5,2026-04-17 17:17:00 UTC
student0912@sample.tri-ai.test,Active,Member,0,2026-04-14 10:24:00 UTC
student0913@sample.tri-ai.test,Active,Member,1,2026-04-17 11:31:00 UTC
student0914@sample.tri-ai.test,Active,Member,2,2026-04-14 12:38:00 UTC
student0915@sample.tri-ai.test,Active,Member,3,2026-04-17 13:45:00 UTC
student0916@sample.tri-ai.test,Active,Member,4,2026-04-14 14:52:00 UTC
student0917@sample.tri-ai.test,Active,Member,5,2026-04-17 15:59:00 UTC
student0918@sample.tri-ai.test,Active,Member,0,2026-04-14 16:06:00 UTC
student0919@sample.tri-ai.test,Active,Member,1,2026-04-17 17:13:00 UTC
student0920@sample.tri-ai.test,Active,Member,2,2026-04-14 10:20:00 UTC
student0921@sample.tri-ai.test,Active,Member,3,2026-04-17 11:27:00 UTC
student0922@sample.tri-ai.test,Active,Member,4,2026-04-14 12:34:00 UTC
student0923@sample.tri-ai.test,Active,Member,5,2026-04-17 13:41:00 UTC
student0924@sample.tri-ai.test,Active,Member,0,2026-04-14 14:48:00 UTC
student0925@sample.tri-ai.test,Active,Member,1,2026-04-17 15:55:00 UTC
student0926@sample.tri-ai.test,Active,Member,2,2026-04-14 16:02:00 UTC
student0927@sample.tri-ai.test,Active,Member,3,2026-04-17 17:09:00 UTC
student0928@sample.tri-ai.test,Active,Member,4,2026-04-14 10:16:00 UTC
student0929@sample.tri-ai.test,Active,Member,5,2026-04-17 11:23:00 UTC
student0930@sample.tri-ai.test,Active,Member,0,2026-04-14 12:30:00 UTC
student0931@sample.tri-ai.test,Active,Member,1,2026-04-17 13:37:00 UTC
student0932@sample.tri-ai.test,Active,Member,2,2026-04-14 14:44:00 UTC
student0933@sample.tri-ai.test,Active,Member,3,2026-04-17 15:51:00 UTC
student0934@sample.tri-ai.test,Active,Member,4,2026-04-14 16:58:00 UTC
student0935@sample.tri-ai.test,Active,Member,5,2026-04-17 17:05:00 UTC
student0936@sample.tri-ai.test,Active,Member,0,2026-04-14 10:12:00 UTC
student0937@sample.tri-ai.test,Active,Member,1,2026-04-17 11:19:00 UTC
student0938@sample.tri-ai.test,Active,Member,2,2026-04-14 12:26:00 UTC
student0939@sample.tri-ai.test,Active,Member,3,2026-04-17 13:33:00 UTC
student0940@sample.tri-ai.test,Active,Member,4,2026-04-14 14:40:00 UTC
student0941@sample.tri-ai.test,Active,Member,5,2026-04-17 15:47:00 UTC
student0942@sample.tri-ai.test,Active,Member,0,2026-04-14 16:54:00 UTC
student0943@sample.tri-ai.test,Active,Member,1,2026-04-17 17:01:00 UTC
student0944@sample.tri-ai.test,Active,Member,2,2026-04-14 10:08:00 UTC
student0945@sample.tri-ai.test,Active,Member,3,2026-04-17 11:15:00 UTC
student0946@sample.tri-ai.test,Active,Member,4,2026-04-14 12:22:00 UTC
student0947@sample.tri-ai.test,Active,Member,5,2026-04-17 13:29:00 UTC
student0948@sample.tri-ai.test,Active,Member,0,2026-04-14 14:36:00 UTC
student0949@sample.tri-ai.test,Active,Member,1,2026-04-17 15:43:00 UTC
student0950@sample.tri-ai.test,Active,Member,2,2026-04-14 16:50:00 UTC
student0951@sample.tri-ai.test,Active,Member,3,2026-04-17 17:57:00 UTC
student0952@sample.tri-ai.test,Active,Member,4,2026-04-14 10:04:00 UTC
student0953@sample.tri-ai.test,Active,Member,5,2026-04-17 11:11:00 UTC
student0954@sample.tri-ai.test,Active,Member,0,2026-04-14 12:18:00 UTC
student0955@sample.tri-ai.test,Active,Member,1,2026-04-17 13:25:00 UTC
student0956@sample.tri-ai.test,Active,Member,2,2026-04-14 14:32:00 UTC
student0957@sample.tri-ai.test,Active,Member,3,2026-04-17 15:39:00 UTC
student0958@sample.tri-ai.test,Active,Member,4,2026-04-14 16:46:00 UTC
student0959@sample.tri-ai.test,Active,Member,5,2026-04-17 17:53:00 UTC
student0960@sample.tri-ai.test,Active,Member,0,2026-04-14 10:00:00 UTC
student0961@sample.tri-ai.test,Active,Member,1,2026-04-17 11:07:00 UTC
student0962@sample.tri-ai.test,Active,Member,2,2026-04-14 12:14:00 UTC
student0963@sample.tri-ai.test,Active,Member,3,2026-04-17 13:21:00 UTC
student0964@sample.tri-ai.test,Active,Member,4,2026-04-14 14:28:00 UTC
student0965@sample.tri-ai.test,Active,Member,5,2026-04-17 15:35:00 UTC
student0966@sample.tri-ai.test,Active,Member,0,2026-04-14 16:42:00 UTC
student0967@sample.tri-ai.test,Active,Member,1,2026-04-17 17:49:00 UTC
student0968@sample.tri-ai.test,Active,Member,2,2026-04-14 10:56:00 UTC
student0969@sample.tri-ai.test,Active,Member,3,2026-04-17 11:03:00 UTC
student0970@sample.tri-ai.test,Active,Member,4,2026-04-14 12:10:00 UTC
student0971@sample.tri-ai.test,Active,Member,5,2026-04-17 13:17:00 UTC
student0972@sample.tri-ai.test,Active,Member,0,2026-04-14 14:24:00 UTC
student0973@sample.tri-ai.test,Active,Member,1,2026-04-17 15:31:00 UTC
student0974@sample.tri-ai.test,Active,Member,2,2026-04-14 16:38:00 UTC
student0975@sample.tri-ai.test,Active,Member,3,2026-04-17 17:45:00 UTC
student0976@sample.tri-ai.test,Active,Member,4,2026-04-14 10:52:00 UTC
student0977@sample.tri-ai.test,Active,Member,5,2026-04-17 11:59:00 UTC
student0978@sample.tri-ai.test,Active,Member,0,2026-04-14 12:06:00 UTC
student0979@sample.tri-ai.test,Active,Member,1,2026-04-17 13:13:00 UTC
student0980@sample.tri-ai.test,Active,Member,2,2026-04-14 14:20:00 UTC
student0981@sample.tri-ai.test,Active,Member,3,2026-04-17 15:27:00 UTC
student0982@sample.tri-ai.test,Active,Member,4,2026-04-14 16:34:00 UTC
student0983@sample.tri-ai.test,Active,Member,5,2026-04-17 17:41:00 UTC
student0984@sample.tri-ai.test,Active,Member,0,2026-04-14 10:48:00 UTC
student0985@sample.tri-ai.test,Active,Member,1,2026-04-17 11:55:00 UTC
student0986@sample.tri-ai.test,Active,Member,2,2026-04-14 12:02:00 UTC
student0987@sample.tri-ai.test,Active,Member,3,2026-04-17 13:09:00 UTC
student0988@sample.tri-ai.test,Active,Member,4,2026-04-14 14:16:00 UTC
student0989@sample.tri-ai.test,Active,Member,5,2026-04-17 15:23:00 UTC
student0990@sample.tri-ai.test,Active,Member,0,2026-04-14 16:30:00 UTC
student0991@sample.tri-ai.test,Active,Member,1,2026-04-17 17:37:00 UTC
student0992@sample.tri-ai.test,Active,Member,2,2026-04-14 10:44:00 UTC
student0993@sample.tri-ai.test,Active,Member,3,2026-04-17 11:51:00 UTC
student0994@sample.tri-ai.test,Active,Member,4,2026-04-14 12:58:00 UTC
student0995@sample.tri-ai.test,Active,Member,5,2026-04-17 13:05:00 UTC
student0996@sample.tri-ai.test,Active,Member,0,2026-04-14 14:12:00 UTC
student0997@sample.tri-ai.test,Active,Member,1,2026-04-17 15:19:00 UTC
student0998@sample.tri-ai.test,Active,Member,2,2026-04-14 16:26:00 UTC
student0999@sample.tri-ai.test,Active,Member,3,2026-04-17 17:33:00 UTC
student1000@sample.tri-ai.test,Active,Member,4,2026-04-14 10:40:00 UTC
